ts,customer,activity,feature_json,revenue_impact,link
2023-07-02 04:18:25,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-08 19:49:18,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-16 05:38:18,alex.wilson@example.com,lead,,,
2023-06-10 11:39:06,olivia.white@example.com,sale,,99.99,
2023-06-09 15:19:29,daniel.thomas@example.com,lead,,,
2023-06-28 00:09:34,alex.wilson@example.com,sale,,9.99,
2023-06-24 02:03:47,michael.brown@example.com,lead,,,
2023-06-27 21:36:03,john.doe@example.com,consultation,,,
2023-07-04 21:58:16,alex.wilson@example.com,click,,,https://www.example.com/special-offer
2023-07-01 15:52:19,sarah.davis@example.com,lead,,,
2023-06-13 19:56:20,laura.jones@example.com,consultation,,,
2023-06-25 19:03:02,john.doe@example.com,consultation,,,
2023-06-24 17:06:34,emma.smith@example.com,sale,,99.99,
2023-06-08 16:47:30,emma.smith@example.com,consultation,,,
2023-06-08 23:40:23,john.doe@example.com,click,,,https://www.example.com/new-product-launch
2023-06-16 20:25:04,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-07-05 06:39:23,emily.jackson@example.com,consultation,,,
2023-06-04 15:46:13,laura.jones@example.com,sale,,15.99,
2023-06-25 05:16:34,sarah.davis@example.com,consultation,,,
2023-06-03 17:14:35,william.martin@example.com,lead,,,
2023-06-03 03:02:05,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-15 03:23:40,olivia.white@example.com,consultation,,,
2023-06-28 22:18:11,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-05 18:49:49,daniel.thomas@example.com,sale,,15.99,
2023-06-24 07:55:52,olivia.white@example.com,lead,,,
2023-06-27 22:11:54,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-15 23:31:30,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-06 06:54:38,sarah.davis@example.com,lead,,,
2023-06-27 18:14:42,alex.wilson@example.com,click,,,https://www.example.com/special-offer
2023-06-15 01:51:48,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-03 09:28:58,olivia.white@example.com,sale,,99.99,
2023-06-13 04:24:23,olivia.white@example.com,lead,,,
2023-06-01 12:44:41,john.doe@example.com,sale,,9.99,
2023-06-19 04:47:57,alex.wilson@example.com,consultation,,,
2023-06-18 23:37:52,laura.jones@example.com,lead,,,
2023-06-11 02:55:22,laura.jones@example.com,lead,,,
2023-06-22 18:08:33,emma.smith@example.com,lead,,,
2023-07-02 02:21:53,alex.wilson@example.com,lead,,,
2023-06-03 21:43:54,laura.jones@example.com,consultation,,,
2023-06-25 02:13:17,olivia.white@example.com,consultation,,,
2023-06-22 14:09:54,michael.brown@example.com,sale,,15.99,
2023-06-17 19:36:47,laura.jones@example.com,sale,,15.99,
2023-06-25 14:10:33,laura.jones@example.com,sale,,9.99,
2023-06-12 15:46:24,olivia.white@example.com,sale,,15.99,
2023-07-04 14:50:23,laura.jones@example.com,sale,,9.99,
2023-06-26 21:15:39,john.doe@example.com,lead,,,
2023-06-26 07:41:45,daniel.thomas@example.com,sale,,29.99,
2023-06-29 08:49:11,michael.brown@example.com,sale,,49.99,
2023-06-13 22:06:51,john.doe@example.com,sale,,15.99,
2023-06-21 18:23:38,daniel.thomas@example.com,lead,,,
2023-06-13 08:05:55,william.martin@example.com,sale,,99.99,
2023-06-02 05:51:25,alex.wilson@example.com,consultation,,,
2023-06-14 20:27:03,michael.brown@example.com,sale,,99.99,
2023-06-22 22:56:05,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-04 02:21:15,emily.jackson@example.com,sale,,99.99,
2023-06-20 19:14:44,olivia.white@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-04 12:40:39,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-04 12:32:29,emily.jackson@example.com,lead,,,
2023-06-08 03:24:41,alex.wilson@example.com,consultation,,,
2023-06-23 20:05:49,william.martin@example.com,lead,,,
2023-06-07 17:00:31,john.doe@example.com,sale,,9.99,
2023-06-03 22:40:51,emma.smith@example.com,lead,,,
2023-06-28 21:15:46,michael.brown@example.com,lead,,,
2023-06-23 17:53:28,william.martin@example.com,consultation,,,
2023-06-29 19:44:37,olivia.white@example.com,sale,,15.99,
2023-06-05 08:01:31,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-21 01:08:31,michael.brown@example.com,consultation,,,
2023-06-22 03:59:27,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-24 21:51:19,emma.smith@example.com,consultation,,,
2023-06-22 20:09:28,john.doe@example.com,consultation,,,
2023-07-02 18:16:14,olivia.white@example.com,consultation,,,
2023-06-04 09:11:11,william.martin@example.com,lead,,,
2023-06-13 00:09:49,daniel.thomas@example.com,sale,,49.99,
2023-06-16 23:16:36,laura.jones@example.com,consultation,,,
2023-06-08 10:53:54,olivia.white@example.com,lead,,,
2023-06-03 14:19:19,olivia.white@example.com,consultation,,,
2023-06-06 16:38:40,sarah.davis@example.com,sale,,29.99,
2023-06-20 13:16:32,olivia.white@example.com,lead,,,
2023-07-01 07:28:36,emma.smith@example.com,consultation,,,
2023-06-26 05:55:45,michael.brown@example.com,sale,,29.99,
2023-06-15 18:00:50,sarah.davis@example.com,sale,,15.99,
2023-06-04 12:28:57,sarah.davis@example.com,consultation,,,
2023-06-30 08:47:59,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-07 22:40:16,daniel.thomas@example.com,sale,,29.99,
2023-06-08 05:14:15,olivia.white@example.com,consultation,,,
2023-06-25 14:10:06,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-10 16:01:23,alex.wilson@example.com,lead,,,
2023-06-08 14:27:49,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-23 19:42:33,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-02 19:44:53,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-28 10:01:30,sarah.davis@example.com,lead,,,
2023-06-12 22:13:44,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-25 13:02:19,emma.smith@example.com,sale,,99.99,
2023-07-01 23:21:24,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-09 19:23:48,olivia.white@example.com,sale,,49.99,
2023-06-26 04:10:09,sarah.davis@example.com,lead,,,
2023-07-04 03:03:49,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-01 08:36:08,olivia.white@example.com,consultation,,,
2023-06-07 16:55:55,alex.wilson@example.com,consultation,,,
2023-06-14 18:52:06,laura.jones@example.com,consultation,,,
2023-06-06 17:07:45,daniel.thomas@example.com,lead,,,
2023-07-02 18:27:27,sarah.davis@example.com,lead,,,
2023-06-24 04:20:55,olivia.white@example.com,consultation,,,
2023-06-14 06:08:32,daniel.thomas@example.com,sale,,15.99,
2023-06-25 16:25:06,daniel.thomas@example.com,consultation,,,
2023-06-16 13:20:55,william.martin@example.com,lead,,,
2023-06-09 18:22:56,john.doe@example.com,lead,,,
2023-06-28 22:49:52,laura.jones@example.com,consultation,,,
2023-07-03 23:16:10,john.doe@example.com,sale,,9.99,
2023-06-30 19:18:32,alex.wilson@example.com,consultation,,,
2023-06-12 17:45:31,sarah.davis@example.com,sale,,29.99,
2023-07-05 19:37:34,daniel.thomas@example.com,consultation,,,
2023-06-19 11:32:02,laura.jones@example.com,lead,,,
2023-06-18 10:57:46,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-06 21:18:43,emily.jackson@example.com,sale,,29.99,
2023-07-04 16:09:11,william.martin@example.com,consultation,,,
2023-06-25 23:55:49,emily.jackson@example.com,sale,,15.99,
2023-06-21 05:17:52,william.martin@example.com,lead,,,
2023-06-04 21:38:44,olivia.white@example.com,sale,,29.99,
2023-06-12 16:20:07,olivia.white@example.com,consultation,,,
2023-06-27 09:21:21,sarah.davis@example.com,lead,,,
2023-06-27 13:43:28,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-08 15:42:57,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-28 10:26:58,sarah.davis@example.com,consultation,,,
2023-06-19 22:47:34,sarah.davis@example.com,sale,,29.99,
2023-06-22 04:49:36,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 01:36:12,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
